School ID,School Name,Network,Governance,School Type,Community Area,Total,PE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12
610165,SCHUBERT,Network 3,District,Traditional,BELMONT CRAGIN,542,2,48,85,80,84,94,76,73,0,0,0,0,0,0,0
609729,SCHURZ HS,Network 14,District,Traditional,IRVING PARK,"1,287",0,0,0,0,0,0,0,0,0,0,0,311,371,310,295
609730,SENN HS,Network 14,District,Traditional,EDGEWATER,"1,528",0,0,0,0,0,0,0,0,0,0,0,384,398,362,384
610167,SEWARD,Network 8,District,Traditional,NEW CITY,452,0,23,39,37,43,39,37,61,57,57,59,0,0,0,0
610081,SHERIDAN,ISP,District,Traditional,BRIDGEPORT,532,0,0,60,60,61,62,58,63,64,51,53,0,0,0,0
610172,SHERMAN,Network 8,District,Traditional,NEW CITY,232,0,15,27,23,25,23,20,27,32,18,22,0,0,0,0
610173,SHERWOOD,ISP,District,Traditional,ENGLEWOOD,205,20,24,14,13,11,19,23,23,17,17,24,0,0,0,0
610174,SHIELDS,Network 8,District,Traditional,BRIGHTON PARK,446,19,49,67,63,84,89,75,0,0,0,0,0,0,0,0
610559,SHIELDS MIDDLE,ISP,District,Traditional,BRIGHTON PARK,439,0,0,0,0,0,0,0,78,102,121,138,0,0,0,0
610175,SHOESMITH,Network 9,District,Traditional,KENWOOD,314,0,0,32,44,39,47,44,59,49,0,0,0,0,0,0
610176,SHOOP,Network 13,District,Traditional,MORGAN PARK,385,2,26,35,30,41,48,38,38,42,37,48,0,0,0,0
609692,SIMEON HS,Network 17,District,Traditional,CHATHAM,"1,157",0,0,0,0,0,0,0,0,0,0,0,271,309,299,278
609750,SIMPSON HS,Network 15,District,Options,NEAR WEST SIDE,22,0,0,0,0,0,0,0,0,0,0,0,4,7,5,6
610177,SKINNER,Network 6,District,Traditional,NEAR WEST SIDE,984,0,33,109,128,108,102,137,102,94,88,83,0,0,0,0
610534,SKINNER NORTH,Network 4,District,Traditional,NEAR NORTH SIDE,492,0,0,56,55,57,57,60,60,59,44,44,0,0,0,0
609978,SMITH,Network 13,District,Traditional,PULLMAN,311,4,33,33,28,35,32,29,29,26,32,30,0,0,0,0
610179,SMYSER,Network 1,District,Traditional,PORTAGE PARK,746,1,36,72,63,84,58,82,67,101,81,101,0,0,0,0
610180,SMYTH,Network 6,District,Traditional,NEAR WEST SIDE,384,1,29,44,34,34,45,51,38,36,41,31,0,0,0,0
610383,SOCIAL JUSTICE HS,Network 15,District,Traditional,SOUTH LAWNDALE,287,0,0,0,0,0,0,0,0,0,0,0,78,61,71,77
610182,SOLOMON,Network 1,District,Traditional,NORTH PARK,343,19,37,32,31,31,29,32,34,36,29,33,0,0,0,0
610543,SOLORIO HS,AUSL,District,Traditional,GAGE PARK,"1,226",0,0,0,0,0,0,0,0,0,0,0,308,345,271,302
610589,SOR JUANA,Network 8,District,Traditional,WEST ELSDON,395,0,44,34,44,56,49,53,57,58,0,0,0,0,0,0
609990,SOUTH LOOP,ISP,District,Traditional,NEAR SOUTH SIDE,795,9,61,75,87,71,95,71,98,68,75,85,0,0,0,0
610530,SOUTH SHORE ES,Network 12,District,Traditional,SOUTH SHORE,253,12,25,32,17,29,22,25,30,13,24,24,0,0,0,0
610547,SOUTH SHORE INTL HS,Network 17,District,Traditional,SOUTH SHORE,512,0,0,0,0,0,0,0,0,0,0,0,139,175,108,90
609745,SOUTHSIDE HS,ISP,District,Specialty,WEST ENGLEWOOD,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
610183,SPENCER,Network 3,District,Traditional,AUSTIN,384,2,29,35,34,39,50,40,40,47,36,32,0,0,0,0
610184,SPRY ES,Network 7,District,Traditional,SOUTH LAWNDALE,292,9,10,24,27,32,29,22,27,47,24,41,0,0,0,0
610357,SPRY HS,Network 16,District,Traditional,SOUTH LAWNDALE,73,0,0,0,0,0,0,0,0,0,0,0,18,19,18,18
610339,STAGG,Network 11,District,Traditional,ENGLEWOOD,386,30,29,38,19,37,35,43,40,37,34,44,0,0,0,0
609732,STEINMETZ HS,Network 14,District,Traditional,BELMONT CRAGIN,"1,130",0,0,0,0,0,0,0,0,0,0,0,296,358,273,203
610548,STEM,ISP,District,Traditional,NEAR WEST SIDE,400,0,0,53,55,51,58,53,42,38,25,25,0,0,0,0
610185,STEVENSON,Network 10,District,Traditional,ASHBURN,"1,116",31,70,104,105,103,122,96,109,113,122,141,0,0,0,0
610163,STOCK,Network 1,District,Early Childhood,EDISON PARK,236,113,123,0,0,0,0,0,0,0,0,0,0,0,0,0
610191,STONE,Network 2,District,Traditional,WEST RIDGE,555,0,0,55,56,56,54,82,56,84,56,56,0,0,0,0
610192,STOWE,Network 5,District,Traditional,HUMBOLDT PARK,555,20,36,64,56,60,58,52,48,54,47,60,0,0,0,0
610405,SUDER,Network 6,District,Traditional,NEAR WEST SIDE,450,53,54,38,46,46,43,39,33,30,44,24,0,0,0,0
609733,SULLIVAN HS,Network 14,District,Traditional,ROGERS PARK,661,0,0,0,0,0,0,0,0,0,0,0,159,187,151,164
610194,SUMNER,Network 5,District,Traditional,WEST GARFIELD PARK,203,0,13,21,18,27,25,16,18,19,29,17,0,0,0,0
610195,SUTHERLAND,Network 10,District,Traditional,BEVERLY,575,0,0,60,58,73,68,64,67,67,57,61,0,0,0,0
610196,SWIFT,Network 2,District,Traditional,EDGEWATER,543,29,34,45,63,67,51,50,46,51,45,62,0,0,0,0
609734,TAFT HS,Network 14,District,Traditional,NORWOOD PARK,"4,344",0,0,0,0,0,0,0,0,0,82,97,997,"1,071","1,067","1,030"
610197,TALCOTT,Network 6,District,Traditional,WEST TOWN,437,2,23,51,45,47,47,49,51,36,46,40,0,0,0,0
610249,TALMAN,ISP,District,Traditional,GAGE PARK,343,1,34,34,27,37,30,41,35,34,37,33,0,0,0,0
610279,TANNER,Network 12,District,Traditional,GREATER GRAND CROSSING,300,18,20,21,32,31,26,28,29,25,40,30,0,0,0,0
610396,TARKINGTON,AUSL,District,Traditional,CHICAGO LAWN,868,0,11,69,83,91,88,92,103,98,125,108,0,0,0,0
610198,TAYLOR,Network 13,District,Traditional,EAST SIDE,339,0,21,36,32,32,27,31,25,45,38,52,0,0,0,0
609921,TELPOCHCALLI,Network 7,District,Traditional,SOUTH LAWNDALE,219,0,11,14,23,25,19,23,20,32,26,26,0,0,0,0
610504,THOMAS,ISP,District,Early Childhood,MCKINLEY PARK,129,58,71,0,0,0,0,0,0,0,0,0,0,0,0,0
610200,THORP J,Network 12,District,Traditional,SOUTH CHICAGO,275,6,21,33,31,32,33,25,22,22,27,23,0,0,0,0
610201,THORP O,ISP,District,Traditional,DUNNING,785,0,0,78,88,88,83,95,82,101,85,85,0,0,0,0
609735,TILDEN HS,Network 16,District,Traditional,NEW CITY,217,0,0,0,0,0,0,0,0,0,0,0,63,53,59,42
610065,TILL,Network 9,District,Traditional,WOODLAWN,307,19,32,28,34,33,36,24,21,22,36,22,0,0,0,0
610202,TILTON,Network 5,District,Traditional,WEST GARFIELD PARK,232,3,12,18,23,25,22,21,21,27,36,24,0,0,0,0
610203,TONTI,Network 8,District,Traditional,GAGE PARK,802,32,82,124,122,118,115,96,113,0,0,0,0,0,0,0
609773,TUBMAN,Network 4,District,Traditional,LAKE VIEW,295,0,20,20,28,29,34,27,23,42,31,41,0,0,0,0
609895,TURNER-DREW,ISP,District,Traditional,ROSELAND,199,0,0,19,24,26,24,20,28,20,18,20,0,0,0,0
610206,TWAIN,Network 10,District,Traditional,GARFIELD RIDGE,930,10,25,74,100,93,106,94,83,116,103,126,0,0,0,0
610394,UPLIFT HS,Network 14,District,Traditional,UPTOWN,107,0,0,0,0,0,0,0,0,0,0,0,29,25,16,37
610207,VANDERPOEL,Network 10,District,Traditional,BEVERLY,243,0,0,27,26,28,23,28,28,25,28,30,0,0,0,0
609766,VAUGHN HS,Network 14,District,Specialty,PORTAGE PARK,200,0,0,0,0,0,0,0,0,0,0,0,11,22,21,146
609871,VICK,Network 10,District,Early Childhood,MORGAN PARK,320,163,157,0,0,0,0,0,0,0,0,0,0,0,0,0
610209,VOLTA,Network 1,District,Traditional,ALBANY PARK,695,1,57,64,81,65,60,73,75,73,66,80,0,0,0,0
610039,VON LINNE,Network 4,District,Traditional,AVONDALE,619,1,55,60,80,74,68,60,66,60,37,58,0,0,0,0
609737,VON STEUBEN HS,Network 14,District,Traditional,NORTH PARK,"1,647",0,0,0,0,0,0,0,0,0,0,0,442,424,410,371
610366,WACKER,ISP,District,Traditional,WASHINGTON HEIGHTS,219,2,17,21,14,24,20,28,25,25,20,23,0,0,0,0
610213,WADSWORTH,Network 9,District,Traditional,WOODLAWN,466,29,35,44,32,39,40,47,48,51,52,49,0,0,0,0
610216,WALSH,Network 7,District,Traditional,LOWER WEST SIDE,238,15,19,23,25,21,18,23,19,29,21,25,0,0,0,0
610217,WARD J,ISP,District,Traditional,ARMOUR SQUARE,516,0,41,53,46,42,55,51,61,59,52,56,0,0,0,0
610133,WARD L,Network 5,District,Traditional,HUMBOLDT PARK,249,16,20,18,26,17,23,23,26,25,24,31,0,0,0,0
610218,WARREN,Network 12,District,Traditional,CALUMET HEIGHTS,242,1,20,26,24,25,23,23,17,30,27,26,0,0,0,0
610219,WASHINGTON G ES,Network 13,District,Traditional,EAST SIDE,638,0,40,57,48,64,55,58,69,69,84,94,0,0,0,0
610124,WASHINGTON H ES,Network 12,District,Traditional,BURNSIDE,248,1,19,25,23,25,32,21,28,28,20,26,0,0,0,0
609739,WASHINGTON HS,Network 17,District,Traditional,EAST SIDE,"1,496",0,0,0,0,0,0,0,0,0,0,0,366,398,374,358
610220,WATERS,Network 2,District,Traditional,LINCOLN SQUARE,616,0,19,77,78,73,75,63,67,55,64,45,0,0,0,0
610221,WEBSTER,Network 5,District,Traditional,WEST GARFIELD PARK,213,2,24,16,18,29,22,18,17,24,18,25,0,0,0,0
610110,WELLS ES,Network 9,District,Traditional,DOUGLAS,287,0,29,36,25,34,36,26,22,30,25,24,0,0,0,0
609740,WELLS HS,Network 15,District,Traditional,WEST TOWN,313,0,0,0,0,0,0,0,0,0,0,0,68,101,76,68
610223,WENTWORTH,Network 11,District,Traditional,WEST ENGLEWOOD,403,16,32,44,46,49,35,37,34,37,33,40,0,0,0,0
610100,WEST PARK,Network 5,District,Traditional,HUMBOLDT PARK,459,0,35,39,42,43,49,53,46,42,52,58,0,0,0,0
610542,WEST RIDGE,ISP,District,Traditional,WEST RIDGE,610,15,18,43,65,64,67,67,65,67,69,70,0,0,0,0
610300,WESTCOTT,Network 11,District,Traditional,CHATHAM,415,14,32,39,42,38,35,45,49,40,37,44,0,0,0,0
609693,WESTINGHOUSE HS,Network 15,District,Traditional,HUMBOLDT PARK,"1,206",0,0,0,0,0,0,0,0,0,0,0,297,310,287,312
610225,WHISTLER,Network 13,District,Traditional,WEST PULLMAN,268,1,24,29,34,28,19,26,31,26,27,23,0,0,0,0
610315,WHITE,Network 13,District,Traditional,WEST PULLMAN,116,1,6,12,14,14,10,13,7,18,10,11,0,0,0,0
610227,WHITNEY,Network 7,District,Traditional,SOUTH LAWNDALE,595,0,33,64,57,43,52,47,69,67,86,77,0,0,0,0
610228,WHITTIER,Network 7,District,Traditional,LOWER WEST SIDE,165,3,9,14,18,21,17,15,13,18,15,22,0,0,0,0
610230,WILDWOOD,Network 1,District,Traditional,FOREST GLEN,467,1,38,41,53,48,51,42,55,47,42,49,0,0,0,0
610380,WILLIAMS HS,Network 17,District,Traditional,GRAND BOULEVARD,72,0,0,0,0,0,0,0,0,0,0,0,34,10,16,12
609977,WOODLAWN,Network 9,District,Traditional,WOODLAWN,181,7,19,23,19,26,21,19,25,22,0,0,0,0,0,0
610345,WOODSON,Network 9,District,Traditional,GRAND BOULEVARD,290,0,16,25,33,29,23,31,32,40,32,29,0,0,0,0
610392,WORLD LANGUAGE HS,Network 15,District,Traditional,SOUTH LAWNDALE,344,0,0,0,0,0,0,0,0,0,0,0,117,76,74,77
610234,YATES,Network 5,District,Traditional,LOGAN SQUARE,273,1,19,27,27,18,24,27,21,33,31,45,0,0,0,0
609748,YORK HS,Network 16,District,Options,SOUTH LAWNDALE,163,0,0,0,0,0,0,0,0,0,0,0,65,45,38,15
610235,YOUNG ES,Network 3,District,Traditional,AUSTIN,476,2,25,49,51,45,28,54,52,47,52,71,0,0,0,0
609755,YOUNG HS,Network 15,District,Traditional,NEAR WEST SIDE,"2,152",0,0,0,0,0,0,0,0,0,136,114,502,458,474,468
609973,ZAPATA,Network 7,District,Traditional,SOUTH LAWNDALE,514,0,28,39,60,48,40,59,54,56,63,67,0,0,0,0
400153,ACERO - BRIGHTON PARK,Charter,Charter,Traditional,BRIGHTON PARK,533,0,0,60,55,58,59,62,61,59,58,61,0,0,0,0
400101,ACERO - CISNEROS,Charter,Charter,Traditional,BRIGHTON PARK,417,0,0,26,36,44,47,47,56,46,56,59,0,0,0,0
400120,ACERO - CLEMENTE,Charter,Charter,Traditional,BELMONT CRAGIN,456,0,0,42,44,49,52,47,46,59,59,58,0,0,0,0
400121,ACERO - DE LA CRUZ,Charter,Charter,Traditional,WEST RIDGE,513,0,0,39,45,41,41,41,40,43,45,35,43,41,37,22
400081,ACERO - DE LAS CASAS,Charter,Charter,Traditional,LOWER WEST SIDE,244,0,0,29,27,27,22,30,26,28,30,25,0,0,0,0
400082,ACERO - FUENTES,Charter,Charter,Traditional,AVONDALE,402,0,0,34,38,37,45,48,43,51,51,55,0,0,0,0
400085,ACERO - GARCIA HS,Charter,Charter,Traditional,ARCHER HEIGHTS,646,0,0,0,0,0,0,0,0,0,0,0,155,166,161,164
400112,ACERO - IDAR,Charter,Charter,Traditional,GAGE PARK,521,0,0,55,58,59,57,56,58,58,60,60,0,0,0,0
400089,ACERO - MARQUEZ,Charter,Charter,Traditional,BRIGHTON PARK,526,0,0,59,59,57,55,60,60,59,60,57,0,0,0,0
400083,ACERO - PAZ,Charter,Charter,Traditional,SOUTH LAWNDALE,173,0,0,16,13,18,13,19,22,14,27,31,0,0,0,0
400114,ACERO - SANTIAGO,Charter,Charter,Traditional,WEST TOWN,221,0,0,13,20,20,27,28,29,28,29,27,0,0,0,0
400149,ACERO - SOTO HS,Charter,Charter,Traditional,GAGE PARK,562,0,0,0,0,0,0,0,0,0,0,0,142,137,141,142
400084,ACERO - TAMAYO,Charter,Charter,Traditional,GAGE PARK,270,0,0,30,30,30,30,30,30,30,30,30,0,0,0,0
400080,ACERO - TORRES,Charter,Charter,Traditional,ARCHER HEIGHTS,530,0,0,41,53,50,52,66,76,75,58,59,0,0,0,0
400079,ACERO - ZIZUMBO,Charter,Charter,Traditional,ARCHER HEIGHTS,552,0,0,53,58,53,56,56,56,80,58,82,0,0,0,0
400060,AHS - PASSAGES,Charter,Charter,Traditional,EDGEWATER,309,0,0,34,39,37,39,32,41,20,35,32,0,0,0,0
400181,ART IN MOTION,Charter,Charter,Traditional,SOUTH SHORE,559,0,0,0,0,0,0,0,0,0,41,58,211,138,111,0
400172,ASPIRA - BUSINESS & FINANCE HS,Charter,Charter,Traditional,AVONDALE,494,0,0,0,0,0,0,0,0,0,0,0,148,103,103,140
400013,ASPIRA - EARLY COLLEGE HS,Charter,Charter,Traditional,AVONDALE,262,0,0,0,0,0,0,0,0,0,0,0,62,74,49,77
400017,ASPIRA - HAUGAN,Charter,Charter,Traditional,ALBANY PARK,103,0,0,0,0,0,0,0,0,26,28,49,0,0,0,0
400021,CATALYST - CIRCLE ROCK,Charter,Charter,Traditional,AUSTIN,519,0,0,50,60,54,59,59,58,60,59,60,0,0,0,0
400115,CATALYST - MARIA,Charter,Charter,Traditional,CHICAGO LAWN,556,0,0,70,65,59,60,59,60,63,60,60,0,0,0,0
400182,CATALYST - MARIA (HS),Charter,Charter,Traditional,CHICAGO LAWN,552,0,0,0,0,0,0,0,0,0,0,0,159,138,133,122
400161,CHICAGO COLLEGIATE,Charter,Charter,Traditional,WEST PULLMAN,255,0,0,0,0,0,0,0,12,23,39,35,54,36,29,27
400035,CHICAGO MATH & SCIENCE HS,Charter,Charter,Traditional,ROGERS PARK,601,0,0,0,0,0,0,0,0,56,72,89,112,105,93,74
400159,CHRISTOPHER HOUSE,Charter,Charter,Traditional,BELMONT CRAGIN,450,0,0,45,50,49,51,56,47,57,44,51,0,0,0,0
400023,CICS - AVALON/SOUTH SHORE,Charter,Charter,Traditional,AVALON PARK,457,0,0,56,70,51,60,35,34,42,61,48,0,0,0,0
400024,CICS - BASIL,Charter,Charter,Traditional,NEW CITY,479,0,0,48,59,64,56,61,57,49,47,38,0,0,0,0
400092,CICS - BOND,Charter,Charter,Traditional,RIVERDALE,253,0,0,30,42,27,41,32,36,45,0,0,0,0,0,0
400025,CICS - BUCKTOWN,Charter,Charter,Traditional,LOGAN SQUARE,630,0,0,58,73,68,72,60,76,72,74,77,0,0,0,0
400032,CICS - ELLISON HS,Charter,Charter,Traditional,AUBURN GRESHAM,205,0,0,0,0,0,0,0,0,0,0,0,58,72,43,32
400027,CICS - IRVING PARK,Charter,Charter,Traditional,IRVING PARK,532,0,0,60,60,59,58,52,64,63,57,59,0,0,0,0
400033,CICS - LONGWOOD,Charter,Charter,Traditional,WASHINGTON HEIGHTS,"1,240",0,0,0,0,0,142,146,138,137,127,129,115,97,107,102
400026,CICS - LOOMIS,Charter,Charter,Traditional,WASHINGTON HEIGHTS,356,0,0,113,122,121,0,0,0,0,0,0,0,0,0,0
400034,CICS - NORTHTOWN HS,Charter,Charter,Traditional,NORTH PARK,882,0,0,0,0,0,0,0,0,0,0,0,222,234,215,211
400028,CICS - PRAIRIE,Charter,Charter,Traditional,WEST PULLMAN,399,0,0,41,55,29,30,29,57,54,48,56,0,0,0,0
400029,CICS - WASHINGTON PARK,Charter,Charter,Traditional,WASHINGTON PARK,495,0,0,53,47,60,60,61,53,56,52,53,0,0,0,0
400030,CICS - WEST BELDEN,Charter,Charter,Traditional,BELMONT CRAGIN,548,0,0,60,57,68,62,61,57,63,62,58,0,0,0,0
400031,CICS - WRIGHTWOOD,Charter,Charter,Traditional,ASHBURN,643,0,0,57,65,65,74,80,74,73,74,81,0,0,0,0
400094,EPIC HS,Charter,Charter,Traditional,SOUTH CHICAGO,330,0,0,0,0,0,0,0,0,0,0,0,63,72,92,103
400039,ERIE,Charter,Charter,Traditional,WEST TOWN,380,0,0,34,48,38,42,40,43,47,45,43,0,0,0,0
400009,GLOBAL CITIZENSHIP,Charter,Charter,Traditional,GARFIELD RIDGE,462,0,0,54,54,53,54,55,48,50,47,47,0,0,0,0
400168,GREAT LAKES,Charter,Charter,Traditional,SOUTH CHICAGO,526,0,0,60,61,55,62,59,58,61,58,52,0,0,0,0
400167,HORIZON - SOUTHWEST,Charter,Charter,Traditional,GAGE PARK,739,0,0,50,49,51,55,50,69,79,73,78,47,65,35,38
400104,INSTITUTO - HEALTH,Charter,Charter,Traditional,LOWER WEST SIDE,631,0,0,0,0,0,0,0,0,0,0,0,173,175,156,127
400164,INSTITUTO - JUSTICE HS,Options,Charter,Options,LOWER WEST SIDE,92,0,0,0,0,0,0,0,0,0,0,0,27,20,37,8
400162,INTRINSIC HS,Charter,Charter,Traditional,IRVING PARK,990,0,0,0,0,0,0,0,0,0,160,146,180,181,170,153
400146,KIPP - ACADEMY,Charter,Charter,Traditional,AUSTIN,619,0,0,60,90,88,89,23,30,59,91,89,0,0,0,0
400044,KIPP - ASCEND,Charter,Charter,Traditional,NORTH LAWNDALE,944,0,0,95,119,105,125,121,90,99,97,93,0,0,0,0
400163,KIPP - BLOOM,Charter,Charter,Traditional,ENGLEWOOD,865,0,0,81,120,124,123,125,36,87,77,92,0,0,0,0
400180,KIPP - ONE,Charter,Charter,Traditional,HUMBOLDT PARK,"1,003",0,0,109,125,111,120,128,109,108,97,96,0,0,0,0
400151,LEARN - 7,Charter,Charter,Traditional,EAST GARFIELD PARK,179,0,0,27,31,27,30,31,33,0,0,0,0,0,0,0
400046,LEARN - BUTLER,Charter,Charter,Traditional,NORTH LAWNDALE,515,0,0,57,59,59,61,51,55,56,61,56,0,0,0,0
400047,LEARN - CAMPBELL,Charter,Charter,Traditional,EAST GARFIELD PARK,369,0,0,62,55,59,54,51,46,42,0,0,0,0,0,0
400048,LEARN - EXCEL,Charter,Charter,Traditional,EAST GARFIELD PARK,376,0,0,58,60,49,55,48,62,44,0,0,0,0,0,0
400165,LEARN - MIDDLE,Charter,Charter,Traditional,EAST GARFIELD PARK,282,0,0,0,0,0,0,0,0,45,110,127,0,0,0,0
400111,LEARN - PERKINS,Charter,Charter,Traditional,AUBURN GRESHAM,476,0,0,51,73,53,47,53,60,54,41,44,0,0,0,0
400107,LEARN - SOUTH CHICAGO,Charter,Charter,Traditional,SOUTH CHICAGO,416,0,0,46,51,46,50,49,44,48,40,42,0,0,0,0
400049,LEGACY,Charter,Charter,Traditional,NORTH LAWNDALE,455,0,0,48,54,51,51,52,53,52,49,45,0,0,0,0
400119,LEGAL PREP HS,Charter,Charter,Traditional,WEST GARFIELD PARK,262,0,0,0,0,0,0,0,0,0,0,0,98,59,43,62
400011,LOCKE A,Charter,Charter,Traditional,EAST GARFIELD PARK,323,0,0,44,40,40,31,32,28,36,36,36,0,0,0,0
400116,MONTESSORI ENGLEWOOD,Charter,Charter,Traditional,WEST ENGLEWOOD,330,0,0,37,46,46,38,38,26,40,28,31,0,0,0,0
400178,MOVING EVEREST,Charter,Charter,Traditional,AUSTIN,781,0,0,78,90,73,92,96,87,87,88,90,0,0,0,0
400050,NAMASTE,Charter,Charter,Traditional,MCKINLEY PARK,422,0,0,31,48,46,51,57,45,55,43,46,0,0,0,0
400058,NLCP - CHRISTIANA HS,Charter,Charter,Traditional,NORTH LAWNDALE,323,0,0,0,0,0,0,0,0,0,0,0,89,85,77,72
400059,NLCP - COLLINS HS,Charter,Charter,Traditional,NORTH LAWNDALE,432,0,0,0,0,0,0,0,0,0,0,0,95,116,114,107
400170,NOBLE - ACADEMY HS,Charter,Charter,Traditional,NEAR NORTH SIDE,593,0,0,0,0,0,0,0,0,0,0,0,169,134,158,132
400157,NOBLE - BAKER HS,Charter,Charter,Traditional,SOUTH CHICAGO,273,0,0,0,0,0,0,0,0,0,0,0,68,74,61,70
400097,NOBLE - BULLS HS,Charter,Charter,Traditional,NEAR WEST SIDE,"1,178",0,0,0,0,0,0,0,0,0,0,0,324,278,273,303
400156,NOBLE - BUTLER HS,Charter,Charter,Traditional,PULLMAN,652,0,0,0,0,0,0,0,0,0,0,0,192,141,165,154
400052,NOBLE - COMER,Charter,Charter,Traditional,GREATER GRAND CROSSING,"1,040",0,0,0,0,0,0,0,0,74,90,110,220,143,209,194
400118,NOBLE - DRW HS,Charter,Charter,Traditional,NORTH LAWNDALE,353,0,0,0,0,0,0,0,0,0,0,0,106,108,74,65
400053,NOBLE - GOLDER HS,Charter,Charter,Traditional,WEST TOWN,638,0,0,0,0,0,0,0,0,0,0,0,166,171,147,154
400117,NOBLE - HANSBERRY HS,Charter,Charter,Traditional,AUBURN GRESHAM,500,0,0,0,0,0,0,0,0,0,0,0,150,122,125,103
400169,NOBLE - ITW SPEER HS,Charter,Charter,Traditional,BELMONT CRAGIN,"1,111",0,0,0,0,0,0,0,0,0,0,0,270,286,267,288
400106,NOBLE - JOHNSON HS,Charter,Charter,Traditional,ENGLEWOOD,476,0,0,0,0,0,0,0,0,0,0,0,144,110,98,124
400179,NOBLE - MANSUETO HS,Charter,Charter,Traditional,BRIGHTON PARK,"1,045",0,0,0,0,0,0,0,0,0,0,0,267,265,256,257
400098,NOBLE - MUCHIN HS,Charter,Charter,Traditional,LOOP,861,0,0,0,0,0,0,0,0,0,0,0,229,193,223,216
400051,NOBLE - NOBLE HS,Charter,Charter,Traditional,WEST TOWN,662,0,0,0,0,0,0,0,0,0,0,0,183,159,164,156
400054,NOBLE - PRITZKER HS,Charter,Charter,Traditional,HERMOSA,969,0,0,0,0,0,0,0,0,0,0,0,257,232,238,242
400055,NOBLE - RAUNER HS,Charter,Charter,Traditional,WEST TOWN,666,0,0,0,0,0,0,0,0,0,0,0,165,176,165,160
400056,NOBLE - ROWE CLARK HS,Charter,Charter,Traditional,HUMBOLDT PARK,397,0,0,0,0,0,0,0,0,0,0,0,121,86,96,94
400057,NOBLE - UIC HS,Charter,Charter,Traditional,NEAR WEST SIDE,903,0,0,0,0,0,0,0,0,0,0,0,247,199,238,219
400064,PERSPECTIVES - JOSLIN HS,Charter,Charter,Traditional,NEAR SOUTH SIDE,380,0,0,0,0,0,0,0,0,13,22,29,116,66,67,67
400061,PERSPECTIVES - LEADERSHIP HS,Charter,Charter,Traditional,CHATHAM,707,0,0,0,0,0,0,0,0,53,49,66,215,127,93,104
400066,PERSPECTIVES - MATH & SCI HS,Charter,Charter,Traditional,DOUGLAS,413,0,0,0,0,0,0,0,0,0,18,29,145,86,68,67
400062,PERSPECTIVES - TECH HS,Charter,Charter,Traditional,CHATHAM,361,0,0,0,0,0,0,0,0,0,0,0,106,82,116,57
400069,POLARIS,Charter,Charter,Traditional,HUMBOLDT PARK,381,0,0,27,51,45,28,47,39,45,48,51,0,0,0,0
400071,PROVIDENCE ENGLEWOOD,Charter,Charter,Traditional,WEST ENGLEWOOD,429,0,0,57,44,59,38,50,58,37,43,43,0,0,0,0
400096,ROWE,Charter,Charter,Traditional,WEST TOWN,758,0,0,55,75,73,79,96,87,106,89,98,0,0,0,0
400075,U OF C - DONOGHUE,Charter,Charter,Traditional,OAKLAND,452,0,0,62,84,80,79,82,65,0,0,0,0,0,0,0
400076,U OF C - NKO,Charter,Charter,Traditional,KENWOOD,298,0,0,41,51,49,52,59,46,0,0,0,0,0,0,0
400077,U OF C - WOODLAWN HS,Charter,Charter,Traditional,WOODLAWN,578,0,0,0,0,0,0,0,0,78,88,67,117,94,78,56
400105,URBAN PREP - BRONZEVILLE HS,Charter,Charter,Traditional,DOUGLAS,222,0,0,0,0,0,0,0,0,0,0,0,54,48,58,62
400086,URBAN PREP - ENGLEWOOD HS,Charter,Charter,Traditional,ENGLEWOOD,161,0,0,0,0,0,0,0,0,0,0,0,47,35,35,44
400125,YCCS - ASPIRA PANTOJA,Options,Charter,Options,AVONDALE,192,0,0,0,0,0,0,0,0,0,0,0,1,97,56,38
400126,YCCS - ASSOCIATION HOUSE,Options,Charter,Options,HUMBOLDT PARK,83,0,0,0,0,0,0,0,0,0,0,0,0,56,27,0
400131,YCCS - CAMPOS,Options,Charter,Options,WEST TOWN,115,0,0,0,0,0,0,0,0,0,0,0,0,35,56,24
400128,YCCS - CCA ACADEMY,Options,Charter,Options,NORTH LAWNDALE,119,0,0,0,0,0,0,0,0,0,0,0,0,54,50,15
400150,YCCS - CHATHAM,Options,Charter,Options,CHATHAM,124,0,0,0,0,0,0,0,0,0,0,0,1,88,34,1
400133,YCCS - INNOVATIONS,Options,Charter,Options,LOOP,509,0,0,0,0,0,0,0,0,0,0,0,2,185,210,112
400135,YCCS - LATINO YOUTH,Options,Charter,Options,SOUTH LAWNDALE,157,0,0,0,0,0,0,0,0,0,0,0,0,90,58,9
400124,YCCS - MCKINLEY,Options,Charter,Options,DOUGLAS,89,0,0,0,0,0,0,0,0,0,0,0,0,37,40,12
400136,YCCS - OLIVE HARVEY,Options,Charter,Options,PULLMAN,111,0,0,0,0,0,0,0,0,0,0,0,0,36,56,19
400129,YCCS - PROGRESSIVE LEADERSHIP,Options,Charter,Options,GREATER GRAND CROSSING,142,0,0,0,0,0,0,0,0,0,0,0,1,36,72,33
400123,YCCS - SCHOLASTIC ACHIEVEMENT,Options,Charter,Options,AUSTIN,129,0,0,0,0,0,0,0,0,0,0,0,0,83,33,13
400139,YCCS - SULLIVAN,Options,Charter,Options,AVALON PARK,301,0,0,0,0,0,0,0,0,0,0,0,0,298,3,0
